x,y,z,xt,yt,zt
-0.424113, 0.246382, -0.807083, , , 
-0.500345, 0.031652, -0.976107, , , 
-0.268999, 0.053781, -0.802264, , , 
-0.432957, 0.231198, -0.866270, , , 
-0.794988, -0.287229, -1.239401, , , 
-0.392921, 0.138247, -0.909591, , , 
-0.413703, 0.156249, -0.796732, , , 
-0.775054, -0.293224, -1.218086, , , 
-0.674315, -0.226798, -1.252327, , , 
-0.565374, 0.281990, -0.727156, , , 
-0.128274, 0.343173, -1.021339, , , 
-0.184494, 0.153491, -0.772753, , , 
0.034871, -0.255850, -1.185235, , , 
-0.407894, -0.276048, -1.112935, , , 
-0.435144, -0.376079, -1.362447, , , 
-1.017852, -0.459303, -1.458609, , , 
0.019533, 0.196295, -0.835100, , , 
0.921179, 0.095590, -0.829004, , , 
0.754472, 0.040966, -0.887957, , , 
-0.378285, 0.233364, -0.807339, , , 
-0.511908, -0.009339, -0.989698, , , 
0.020846, -0.008990, -0.947127, , , 
0.106936, -0.114881, -0.960292, , , 
0.099882, -0.120233, -1.064785, , , 
0.002724, -0.002644, -0.968544, , , 
0.680442, 0.136432, -0.823029, , , 
0.776373, 0.034712, -0.907058, , , 
0.703941, -0.190407, -0.944471, , , 
1.619136, -1.209169, -1.949188, , , 
1.210351, -0.023504, -1.043995, , , 
1.148368, 0.171522, -0.823188, , , 
1.159581, 0.126682, -0.858888, , , 
0.473266, -0.552010, -0.835895, , , 
0.707105, -0.050108, -1.023394, , , 
1.190171, -0.031836, -0.815429, , , 
0.324536, 0.123922, -0.830981, , , 
0.030555, 0.043447, -0.807910, , , 
0.164377, 0.119328, -0.778534, , , 
1.066746, -0.039524, -0.919029, , , 
1.078246, 0.133935, -0.852347, , , 
0.614048, 0.054171, -0.863125, , , 
0.911771, 0.080740, -0.912735, , , 
0.902401, -0.790285, -1.367800, , , 
0.767494, 0.063137, -0.957544, , , 
0.304591, -0.048581, -1.353486, , , 
1.438754, -1.851036, -2.731776, , , 
0.437156, 0.098376, -0.849252, , , 
1.093229, -0.043281, -0.956313, , , 
0.937403, -0.849739, -1.503003, , , 
1.082552, 0.135633, -0.857069, , , 
0.768627, -0.330869, -1.082203, , , 
0.568998, 0.158665, -0.820283, , , 
1.438285, -1.852884, -2.733365, , , 
2.032695, -0.991719, -2.042678, , , 
1.197102, -0.029846, -0.823756, , , 
1.556442, -1.160651, -1.809165, , , 
0.402040, -0.032005, -0.981079, , , 
0.154067, -0.446666, -0.609617, , , 
1.484787, -1.051106, -1.866731, , , 
1.157941, 0.130799, -0.833083, , , 
0.622480, 0.056924, -0.891574, , , 
1.124375, 0.289519, -0.743056, , , 
1.130225, 0.170692, -0.804698, , , 
1.209167, 0.098738, -0.734195, , , 
0.991438, -0.085688, -0.870238, , , 
1.435654, -0.812657, -1.577431, , , 
0.996693, -0.082030, -0.875130, , , 
1.063991, 0.129773, -0.833750, , , 
0.447170, 0.098439, -0.825771, , , 
0.904972, 0.224683, -0.794848, , , 
1.114292, -0.749280, -1.320315, , , 
0.716225, -0.239213, -0.894388, , , 
1.023977, 0.002535, -1.108056, , , 
1.422440, -1.000902, -1.820110, , , 
0.196451, 0.180343, -0.799263, , , 
1.758872, -1.067341, -1.922777, , , 
1.657479, -1.088334, -1.942227, , , 
-0.093923, -0.155373, -1.047009, , , 
0.884634, 0.212961, -0.772033, , , 
0.951581, -0.569456, -1.003670, , , 
0.746248, -0.269476, -0.970893, , , 
-0.025235, 0.008711, -0.841235, , , 
0.819381, -1.417970, -3.014058, , , 
0.378502, 0.075586, -0.871571, , , 
1.018620, -1.863541, -4.097047, , , 
-0.207650, -0.376616, -1.263274, , , 
-0.651403, -0.224233, -1.224260, , , 
0.132164, 0.131124, -0.833509, , , 
-0.005844, -0.044634, -0.926480, , , 
-0.877667, -0.438134, -1.428020, , , 
-0.682086, -0.225671, -1.260780, , , 
-0.949344, -0.849561, -1.842834, , , 
0.535197, 0.138126, -0.817998, , , 
-0.260755, 0.136888, -0.836538, , , 
0.144594, 0.165113, -0.804746, , , 
-0.465615, 0.276324, -0.781995, , , 
-0.261877, 0.088975, -0.784292, , , 
-0.776931, -0.340359, -1.294156, , , 
-0.139242, 0.256958, -0.775287, , , 
-0.498209, -0.331726, -1.348591, , , 
-0.312967, -0.078736, -0.894011, , , 
-0.702550, 0.047152, -1.017778, , , 
-1.949154, -1.175618, -3.322725, , , 
-0.208028, 0.090089, -0.685203, , , 
-1.282575, -0.841891, -2.222746, , , 
-0.135882, -1.135234, -2.167119, , , 
-0.588300, -0.027976, -1.007199, , , 
-0.022133, 0.037799, -0.812578, , , 
-0.022407, 0.037603, -0.807124, , , 
-0.316358, 0.232351, -0.803589, , , 
-0.499430, 0.032961, -0.988728, , , 
-1.375590, 0.089825, -1.748014, , , 
-0.565201, 0.247080, -0.759771, , , 
-0.660986, 0.307392, -0.731474, , , 
-1.330263, -0.887534, -2.334678, , , 
0.013927, -0.047413, -0.829053, , , 
-0.728456, -0.370727, -1.310912, , , 
-0.312448, 0.017369, -1.007338, , , 
-0.886706, -0.341352, -1.483563, , , 
-0.309411, 0.022227, -1.007674, , , 
-0.421838, 0.168748, -0.852214, , , 
-1.625215, 0.122290, -2.294585, , , 
-1.284317, 0.080426, -1.573729, , , 
0.042510, -0.224114, -1.120573, , , 
-0.108730, -0.573744, -1.534603, , , 
-0.308984, -0.072879, -0.879822, , , 
0.039538, -0.386485, -1.379033, , , 
-0.252750, -1.105174, -2.368599, , , 
-1.326686, 0.339225, -1.456594, , , 
-0.357551, 0.261088, -0.773899, , , 
-0.132939, 0.001944, -0.716005, , , 
-1.384600, -1.014587, -2.292600, , , 
-0.054819, -0.607322, -1.584126, , , 
0.004138, 0.041618, -0.894442, , , 
-0.091455, -0.587996, -1.607737, , , 
-0.121947, -0.019215, -0.975795, , , 
0.038161, -0.219485, -1.085450, , , 
-0.308614, 0.020871, -1.017435, , , 
-0.583833, 0.224286, -0.720113, , , 
-0.584666, -0.334495, -1.257698, , , 
0.077013, -0.237408, -1.212316, , , 
-0.159652, -0.024905, -0.768410, , , 
-0.309543, 0.020434, -1.015144, , , 
0.045687, -0.226177, -1.129577, , , 
-0.591884, -0.349007, -1.350092, , , 
-1.308825, 0.297660, -1.363826, , , 
-1.596763, -0.017940, -1.840558, , , 
-1.391913, -0.278419, -1.331324, , , 
-0.414515, -0.279161, -1.155775, , , 
-1.810397, -0.046517, -1.820995, , , 
-1.346967, 0.083332, -1.687075, , , 
-0.616423, 0.279736, -0.914137, , , 
-1.610811, -0.313061, -1.721265, , , 
-0.742886, -0.515775, -1.456368, , , 
-0.043284, -0.238999, -1.159212, , , 
-0.588736, 0.228683, -0.749302, , , 
-0.742216, -0.306396, -1.255978, , , 
-1.323236, 0.092020, -1.670864, , , 
-1.227135, 0.214584, -1.605829, , , 
-0.247876, -0.227699, -1.110103, , , 
-1.471842, 0.231437, -1.595883, , , 
0.145474, -0.505491, -1.864920, , , 
-0.189802, -0.625627, -1.614361, , , 
-0.929824, -0.214893, -1.260805, , , 
0.187286, -0.119275, -0.957766, , , 
-0.035420, -0.235698, -1.246196, , , 
-0.048012, -0.210973, -1.150026, , , 
0.142235, 0.148505, -0.863707, , , 
-0.013939, 0.223898, -0.811688, , , 
-0.019015, 0.039021, -0.829695, , , 
0.281698, -0.139562, -1.159438, , , 
0.926526, -0.370883, -1.374449, , , 
1.259170, -0.153063, -0.735111, , , 
1.073562, 0.012154, -1.017967, , , 
0.600442, -0.019771, -0.996526, , , 
0.704630, -0.243573, -0.858721, , , 
0.261962, -0.058466, -1.004816, , , 
0.114501, -0.119497, -1.026140, , , 
-0.063195, -0.374190, -1.144244, , , 
0.699570, -0.048031, -0.995425, , , 
0.228522, -0.088300, -1.127864, , , 
0.757417, -0.283914, -0.920750, , , 
1.136956, 0.127934, -0.802648, , , 
0.896847, 0.249206, -0.804814, , , 
1.196765, 0.011628, -0.927543, , , 
0.594502, -0.185014, -1.137186, , , 
0.693199, 0.230018, -0.730825, , , 
0.773590, 0.029840, -0.987973, , , 
1.080067, 0.141234, -0.766322, , , 
1.020788, 0.258268, -0.738795, , , 
1.131260, 0.008127, -0.818507, , , 
0.867300, 0.232067, -0.738110, , , 
0.428112, -0.050717, -1.412633, , , 
0.629620, 0.137665, -0.676486, , , 
0.423871, -0.038857, -1.367910, , , 
0.683362, 0.219640, -0.713015, , , 
0.502800, 0.045521, -0.888181, , , 
0.792282, 0.040208, -0.924774, , , 
0.797680, -0.289417, -1.136734, , , 
0.099937, -0.117047, -0.998733, , , 
0.874336, 0.073696, -0.836824, , , 
1.054157, 0.127178, -0.823562, , , 
0.405215, -0.030432, -0.988301, , , 
0.800514, -0.198757, -0.977599, , , 
0.747850, 0.061269, -0.903249, , , 
0.483521, 0.052227, -0.893193, , , 
0.007565, 0.027248, -0.969969, , , 
0.166584, 0.246158, -0.719394, , , 
-0.449800, 0.079665, -0.933313, , , 
0.027623, -0.181257, -1.054024, , , 
-0.548342, -0.076896, -1.058749, , , 
0.256914, -0.079227, -1.069380, , , 
0.385870, 0.195092, -0.756630, , , 
-0.633526, 0.172539, -0.872844, , , 
-0.262648, -0.395398, -1.378851, , , 
-0.605403, -0.035847, -1.009206, , , 
0.163676, -0.087602, -1.085113, , , 
-0.356923, 0.260921, -0.770834, , , 
-0.016234, 0.244149, -0.783197, , , 
-0.072222, 0.063316, -0.884421, , , 
-0.037655, -0.434165, -1.439372, , , 
-0.413416, 0.030330, -0.987128, , , 
0.053682, -0.361970, -1.322570, , , 
-1.225479, -1.076259, -2.211210, , , 
-0.848823, -0.384455, -1.388401, , , 
-0.003344, -0.023613, -0.862449, , , 
0.084659, -0.132279, -0.893139, , , 
-0.415806, 0.031765, -0.990798, , , 
0.041336, -0.243268, -1.164330, , , 
-0.429086, 0.055148, -0.991198, , , 
-0.026604, -0.820361, -1.569060, , , 
-0.831676, -0.192876, -1.278411, , , 
0.194136, 0.200120, -0.762406, , , 
-0.451751, 0.391393, -0.660015, , , 
0.194725, 0.201691, -0.756796, , , 
-1.014086, -0.902910, -1.994745, , , 
-0.443451, 0.386249, -0.640005, , , 
-0.133111, 0.250835, -0.785304, , , 
-0.458558, 0.165416, -0.852061, , , 
0.056346, 0.326537, -0.720822, , , 
-0.564242, 0.338027, -0.650230, , , 
-0.555436, 0.390298, -0.651432, , , 
-0.498479, 0.310792, -0.716067, , , 
0.035906, -0.105854, -0.887881, , , 
-0.020064, 0.016996, -1.040173, , , 
-0.667764, -0.095130, -1.078898, , , 
0.139974, 0.236186, -0.740610, , , 
-0.296314, -0.063734, -0.804878, , , 
-0.421102, 0.061854, -0.982127, , , 
-0.410193, 0.241715, -0.809026, , , 
-0.147803, 0.067417, -0.748612, , , 
-0.982331, -0.400925, -1.474116, , , 
0.136149, 0.225075, -0.744515, , , 
0.506517, -0.153012, -0.968766, , , 
-0.312928, -0.002589, -0.926067, , , 
-0.415515, 0.384491, -0.669889, , , 
-0.554688, 0.390920, -0.648483, , , 
-0.376956, 0.233888, -0.807198, , , 
-0.370085, 0.198596, -0.832099, , , 
0.060342, 0.336606, -0.691096, , , 
-0.556305, 0.397277, -0.661004, , , 
-0.410626, 0.378243, -0.664857, , , 
-0.563163, 0.278556, -0.715441, , , 
-0.165480, 0.260695, -0.716501, , , 
-0.134755, 0.248937, -0.776956, , , 
0.332166, -0.045228, -1.023368, , , 
0.156735, -0.094951, -1.075949, , , 
0.015391, -0.083679, -0.920859, , , 
-0.628265, 0.171742, -0.862617, , , 
0.225535, 0.235102, -0.739621, , , 
-0.051886, 0.416946, -0.582110, , , 
-0.138718, 0.246780, -0.756536, , , 
-0.302834, -0.073036, -0.835892, , , 
-0.290488, 0.413970, -0.619465, , , 
-0.568245, -0.260434, -1.225630, , , 
0.506998, 0.157469, -0.795809, , , 
0.152126, -0.106944, -1.152147, , , 
-0.210803, 0.456566, -0.589539, , , 
-0.445113, 0.285595, -0.773826, , , 
-0.296036, 0.419485, -0.636483, , , 
-0.564904, 0.481468, -0.592388, , , 
0.228950, -0.097894, -0.803836, , , 
-0.021655, 0.224899, -0.798324, , , 
-0.360537, 0.381632, -0.668316, , , 
-0.015153, 0.223652, -0.787540, , , 
-0.163966, -0.018966, -0.705684, , , 
-0.200249, 0.096806, -0.709993, , , 
-0.296080, 0.420241, -0.633500, , , 
-0.215662, 0.459996, -0.612049, , , 
0.395308, -0.152622, -0.967317, , , 
-0.454135, 0.388086, -0.672737, , , 
0.147394, 0.246459, -0.755718, , , 
0.150511, 0.250732, -0.752872, , , 
0.161994, 0.373641, -0.570848, , , 
-0.052294, -0.191687, -1.075035, , , 
-0.526916, 0.181072, -0.824972, , , 
-0.132402, 0.250556, -0.786008, , , 
0.415466, -0.031628, -0.997102, , , 
0.254606, 0.228350, -0.750813, , , 
0.213791, -0.126145, -0.915442, , , 
-0.329780, -0.011727, -0.994527, , , 
-0.061316, 0.016356, -0.866640, , , 
0.208497, -0.123840, -0.918948, , , 
0.157468, 0.268917, -0.732045, , , 
-0.293882, -0.051052, -0.880925, , , 
0.002997, -0.947570, -1.936710, , , 
-0.880327, -0.146169, -1.322605, , , 
-2.455261, -1.935134, -3.626504, , , 
0.000855, -0.957039, -1.964213, , , 
-0.222337, 0.158998, -0.818066, , , 
-0.359516, -0.384934, -1.363029, , , 
0.006872, -1.237640, -2.329765, , , 
-1.094536, -1.336005, -2.703246, , , 
0.272015, -0.637052, -1.017390, , , 
-0.177847, -0.121865, -1.141278, , , 
-0.078866, -0.300559, -1.269980, , , 
-0.134539, -0.611758, -1.638826, , , 
-1.280729, -0.970478, -2.153438, , , 
-0.025002, -0.859519, -1.685995, , , 
-0.216804, -0.381066, -1.283558, , , 
-0.335725, -0.451540, -1.464885, , , 
-0.925708, -0.547000, -1.530904, , , 
-0.033871, -0.265781, -1.199072, , , 
-0.076880, -0.302786, -1.278099, , , 
-1.285951, -0.948419, -2.149069, , , 
0.489812, -0.088263, -1.032886, , , 
0.056313, -0.375239, -1.368387, , , 
0.137090, -0.856417, -1.126426, , , 
-0.152426, -1.160625, -2.175596, , , 
-0.814935, -1.230310, -2.697829, , , 
-0.344551, -0.059420, -0.981951, , , 
-0.165637, -1.176128, -2.209095, , , 
-0.076040, -0.300750, -1.289141, , , 
0.036931, -0.180525, -1.088146, , , 
-0.074311, -0.301732, -1.297908, , , 
-0.001993, -0.491159, -1.458039, , , 
0.130677, -0.835093, -1.082029, , , 
-0.254728, -0.144482, -1.095137, , , 
-0.159095, -0.131813, -1.009997, , , 
-1.350276, -1.003542, -2.283824, , , 
0.045332, -0.241854, -1.148296, , , 
-0.335225, -0.470897, -1.377975, , , 
-1.059573, -1.479501, -2.587441, , , 
-1.196394, -1.303500, -2.414413, , , 
-0.049665, -0.612186, -1.583564, , , 
-0.184304, -0.519173, -1.526136, , , 
-0.381747, -0.014321, -1.033348, , , 
-1.087249, -1.522836, -2.669973, , , 
-0.027242, -0.439734, -1.422100, , , 
0.283063, -1.466649, -2.244596, , , 
-0.317724, -0.922258, -1.870959, , , 
-1.225961, -1.079978, -2.212054, , , 
-1.242975, -1.349047, -2.486087, , , 
-0.354703, -0.397375, -1.393223, , , 
-1.082698, -1.512641, -2.654115, , , 
-0.351764, -0.255273, -1.130656, , , 
0.268228, -0.640165, -1.027893, , , 
-0.232179, -0.257432, -1.249984, , , 
-0.511664, -0.011629, -0.991196, , , 
0.119767, -0.815460, -1.024000, , , 
-0.571606, 0.246531, -0.769941, , , 
-0.728829, -0.384069, -1.308438, , , 
-0.255757, -0.131402, -0.867903, , , 
0.026758, -0.109079, -0.893970, , , 
-0.066885, -0.499838, -1.479479, , , 
0.458889, -0.148987, -0.947620, , , 
0.184465, -0.115703, -0.953060, , , 
0.108008, -1.421364, -2.125251, , , 
-0.257600, -0.178578, -1.093945, , , 
-0.568148, -0.048843, -1.028755, , , 
-0.095084, -0.113231, -0.878636, , , 
0.253675, 0.229368, -0.745119, , , 
-0.260578, 0.066684, -0.756244, , , 
-0.359755, 0.230959, -0.805218, , , 
0.010032, -0.062260, -0.866206, , , 
-0.421953, 0.259605, -0.752163, , , 
-0.396268, 0.354088, -0.670251, , , 
-0.838484, -0.186297, -1.268039, , , 
0.424243, 0.190096, -0.786678, , , 
0.421652, 0.192902, -0.775858, , , 
0.151785, -0.105489, -1.137471, , , 
-0.567876, 0.475503, -0.599544, , , 
-0.290143, 0.414429, -0.616529, , , 
-0.141324, 0.016738, -0.762547, , , 
-0.127570, 0.181784, -0.826538, , , 
-0.332002, -0.324865, -1.229891, , , 
-0.258300, 0.092403, -0.762607, , , 
-0.509968, 0.310607, -0.645140, , , 
-0.556094, 0.275251, -0.697089, , , 
0.162922, 0.332849, -0.680613, , , 
-0.493727, 0.296958, -0.697962, , , 
0.403489, 0.070531, -0.871842, , , 
0.187834, 0.371265, -0.637081, , , 
-0.049171, 0.369908, -0.641616, , , 
-0.462791, 0.274653, -0.776464, , , 
-0.238500, 0.156246, -0.831343, , , 
-0.358311, -0.217910, -1.120465, , , 
-0.359272, 0.383268, -0.667681, , , 
-0.515697, 0.203413, -0.820236, , , 
0.146453, -0.097464, -1.091894, , , 
-0.212124, 0.457469, -0.598720, , , 
0.203768, -0.110842, -0.873885, , , 
0.299812, 0.196038, -0.760790, , , 
-0.208242, 0.454390, -0.577546, , , 
0.071856, 0.992230, -1.711424, , , 
-0.538886, 0.308524, -0.803698, , , 
0.193532, 0.201260, -0.759862, , , 
-0.506471, 0.307829, -0.637536, , , 
-0.107215, 0.067175, -0.886559, , , 
0.318396, -0.024549, -0.944195, , , 
-0.472689, 0.166795, -0.828269, , , 
0.319224, -0.024977, -0.949293, , , 
-0.187514, 0.136828, -0.748815, , , 
-0.494087, 0.298064, -0.699749, , , 
-0.049371, 0.430503, -0.641019, , , 
-0.418426, 0.495960, -0.636185, , , 
-0.212688, 0.456182, -0.600573, , , 
-0.447894, 0.386681, -0.654093, , , 
-0.211105, 0.039391, -0.730232, , , 
-0.065338, 0.434817, -0.600656, , , 
-0.379114, 0.449511, -0.578927, , , 
-0.172780, -0.031563, -0.789091, , , 
-0.573061, 0.340779, -0.666877, , , 
0.298916, 0.190574, -0.759579, , , 
-0.063639, 0.534186, -1.004818, , , 
-0.062643, 0.436156, -0.609563, , , 
-0.434340, 0.242841, -0.783991, , , 
0.408585, -0.153116, -0.972815, , , 
-0.112475, 0.068257, -0.877006, , , 
-0.140198, 0.021695, -0.733507, , , 
-0.361579, 0.138814, -0.878748, , , 
-0.269448, -0.032722, -0.819189, , , 
-0.124652, 0.032503, -0.795961, , , 
0.466311, -0.098087, -0.981094, , , 
-0.013342, 0.224529, -0.812662, , , 
0.441767, 0.186802, -0.818533, , , 
-0.494091, 0.339091, -0.709873, , , 
0.051636, 0.306684, -0.712401, , , 
0.087423, 1.065976, -1.898892, , , 
0.576318, 1.156316, -1.885542, , , 
0.009981, 0.346721, -0.670775, , , 
-0.125822, 0.065924, -0.675962, , , 
0.359242, 1.131985, -1.991396, , , 
-0.017925, 1.050753, -1.725402, , , 
-0.153315, 0.406254, -0.643566, , , 
0.722931, 0.896759, -1.586062, , , 
0.065783, 0.911788, -1.625237, , , 
0.600685, 0.965901, -1.737760, , , 
-0.440146, 0.144734, -0.811109, , , 
-0.141465, 0.173970, -0.840625, , , 
0.164471, 1.034610, -1.479706, , , 
-0.194029, 1.110201, -1.855113, , , 
0.873806, 1.018422, -1.952461, , , 
0.206475, 1.182889, -1.829205, , , 
0.056738, 0.908850, -1.488031, , , 
0.588754, 1.174304, -1.928572, , , 
0.262342, 0.933697, -1.473175, , , 
0.224010, 0.843714, -1.412226, , , 
0.627747, 0.888178, -1.849619, , , 
-0.422109, 0.497259, -0.641363, , , 
-0.129598, 0.060208, -0.700344, , , 
-0.172618, 0.263676, -0.784016, , , 
0.073190, 0.956671, -1.756127, , , 
-0.506431, 0.342963, -0.738680, , , 
0.592907, 0.953886, -1.718620, , , 
-0.196788, 0.056212, -0.661001, , , 
-0.359153, 0.145133, -0.866209, , , 
-0.464531, 0.136922, -0.874610, , , 
-0.187886, 1.065839, -1.746410, , , 
-0.642282, 1.140110, -1.624853, , , 
0.831385, 1.163844, -1.748209, , , 
0.149973, 0.391795, -0.623369, , , 
-0.380586, 0.263591, -0.787571, , , 
0.546973, 1.112001, -1.784605, , , 
0.363742, 0.114659, -0.820835, , , 
-0.291598, 0.414667, -0.618745, , , 
0.168366, 0.244616, -0.726171, , , 
-0.446741, 0.290103, -0.753183, , , 
0.892960, 1.019522, -1.626121, , , 
0.359064, 1.129738, -1.997606, , , 
-0.181527, 1.040404, -1.696985, , , 
-0.503234, 0.338474, -0.723897, , , 
0.055976, 0.326725, -0.719970, , , 
0.248488, 0.913845, -1.591432, , , 
0.863824, 1.014156, -1.937774, , , 
0.873998, 1.003599, -1.584066, , , 
0.883008, 1.032582, -1.991154, , , 
-0.050598, 0.379528, -0.731901, , , 
-0.494058, 0.288395, -0.895837, , , 
0.307621, 1.040425, -1.971077, , , 
0.180563, 0.384219, -0.639970, , , 
-0.398776, 0.240989, -0.776908, , , 
-0.585369, 0.880637, -1.244883, , , 
0.054378, 0.321474, -0.690883, , , 
-0.183021, 1.042021, -1.710323, , , 
0.374106, 0.076920, -0.863358, , , 
-0.198427, 0.098189, -0.727149, , , 
-0.181563, 1.037454, -1.691816, , , 
0.203122, 0.241099, -0.752743, , , 
-0.550736, -0.086764, -1.056410, , , 
-0.197816, 0.455235, -0.600894, , , 
-0.052046, 0.355609, -0.635843, , , 
-0.460825, 0.070350, -0.912265, , , 
-0.406285, 0.240331, -0.795182, , , 
-0.053533, 0.352873, -0.640070, , , 
-0.354342, 0.139099, -0.857036, , , 
0.059365, 0.333471, -0.670987, , , 
-0.380489, 0.089014, -0.929614, , , 
0.150533, 0.172689, -0.822351, , , 
-0.111166, 0.112797, -0.917551, , , 
-0.191447, -0.619393, -1.601897, , , 
-0.632103, -0.134451, -1.103604, , , 
-0.165015, -0.317487, -1.247755, , , 
-0.221876, -0.514413, -1.528169, , , 
-0.934156, -0.210806, -1.253454, , , 
-0.586037, -0.875861, -1.780695, , , 
-0.027237, -0.417027, -1.425429, , , 
-0.674756, -0.039315, -1.029835, , , 
-0.756063, -0.469564, -1.390764, , , 
-0.486186, -0.230326, -1.236336, , , 
-0.024956, -0.435655, -1.359399, , , 
-0.386560, -0.272055, -1.147827, , , 
0.006741, -0.063015, -0.992151, , , 
-0.329349, -0.043483, -0.970517, , , 
-0.285559, -0.008948, -0.852262, , , 
-0.604267, -0.894997, -1.860797, , , 
0.258858, -1.344187, -2.000298, , , 
-0.094553, -0.106071, -0.877899, , , 
0.375614, -0.642730, -1.015404, , , 
-0.307765, -1.176722, -2.535297, , , 
-0.765880, -0.339166, -1.275761, , , 
0.180140, -0.124158, -0.907207, , , 
-0.091537, -0.033528, -0.894971, , , 
-1.384779, -1.026334, -2.351436, , , 
0.292896, -0.846341, -1.077839, , , 
0.180773, -0.121730, -0.919487, , , 
-1.027040, -0.458169, -1.462898, , , 
-0.595620, -0.327171, -1.243837, , , 
0.187124, -0.116483, -0.954736, , , 
-0.089410, -0.096103, -0.880699, , , 
0.270909, -0.638322, -1.031184, , , 
0.039351, -0.108045, -0.930647, , , 
-0.516372, -0.056511, -1.025341, , , 
-1.848028, -1.158356, -3.236815, , , 
-0.398422, -0.277247, -1.217568, , , 
-0.749333, -0.507846, -1.475272, , , 
0.026306, -0.111156, -0.878795, , , 
-1.215729, -1.368978, -2.763993, , , 
-0.177849, -0.131410, -1.074750, , , 
-0.480452, -0.250229, -1.182691, , , 
0.278060, -0.649352, -1.061273, , , 
-0.230231, -0.261335, -1.259197, , , 
-0.997571, -0.451425, -1.413486, , , 
-0.568023, -0.242906, -1.233169, , , 
-0.240499, -0.421949, -1.449914, , , 
0.044632, -0.203751, -1.201241, , , 
0.396975, -0.161467, -0.934561, , , 
-0.603848, -0.327189, -1.255770, , , 
-0.174817, -0.517035, -1.514496, , , 
-1.862898, -1.165244, -3.266946, , , 
0.353330, -0.162537, -0.901332, , , 
0.317262, -0.736649, -1.095404, , , 
-0.167019, -0.318510, -1.247711, , , 
0.158486, -0.455320, -0.685614, , , 
-0.001023, -0.674295, -1.669541, , , 
-1.005852, -0.893766, -1.977521, , , 
-1.573339, -1.139837, -2.480819, , , 
0.899342, -1.761091, -2.667261, , , 
0.379451, -0.652157, -1.038657, , , 
0.289832, -0.660216, -1.092638, , , 
-0.056916, -0.526668, -1.526485, , , 
-0.206329, -0.880444, -1.120505, , , 
-0.010587, -0.674187, -1.641473, , , 
-0.561195, -0.094340, -1.062826, , , 
-0.882356, -0.423920, -1.426084, , , 
-0.004625, -0.265322, -1.166211, , , 
-0.133691, -0.072788, -0.940138, , , 
-0.989941, -0.396712, -1.461941, , , 
-0.439626, 0.275468, -0.777671, , , 
-0.542714, -0.482917, -1.442610, , , 
0.039105, -0.247846, -1.176785, , , 
-0.386537, -0.214630, -1.105982, , , 
-0.313803, 0.232606, -0.794652, , , 
-0.517394, -0.058804, -1.028240, , , 
-0.175611, -0.126614, -1.061693, , , 
0.521604, 0.156639, -0.820217, , , 
-0.160409, 0.077756, -0.762986, , , 
0.091984, 0.298951, -0.725686, , , 
-0.731019, -0.258769, -1.391177, , , 
0.268673, 0.099964, -0.826421, , , 
-0.204621, 0.208229, -1.000257, , , 
-0.451278, -0.285620, -1.146572, , , 
-0.519372, 0.197037, -0.821141, , , 
0.180095, -0.134840, -0.985499, , , 
-0.065883, 0.329521, -0.706559, , , 
-0.128317, 0.232131, -0.695582, , , 
-0.057491, 0.070058, -0.857758, , , 
-0.266369, -0.030720, -0.801370, , , 
0.234052, -0.066641, -0.965612, , , 
-0.700089, -0.097074, -1.076038, , , 
-0.262055, 0.089452, -0.784130, , , 
-0.210995, 0.282801, -0.777859, , , 
0.154901, 0.405291, -0.671501, , , 
-0.165311, 0.929977, -1.401708, , , 
0.397397, -0.150822, -0.956658, , , 
-0.171339, 0.419829, -0.602715, , , 
-0.449587, 0.237066, -0.831778, , , 
0.193897, 0.378099, -0.661540, , , 
-0.081913, -0.119892, -0.805286, , , 
0.483680, -0.180416, -1.075122, , , 
0.576049, 0.761088, -1.248025, , , 
-0.049925, 0.093227, -0.879151, , , 
-0.303003, 0.000213, -0.894704, , , 
0.056119, 0.323782, -0.698100, , , 
0.404832, -0.153432, -0.966064, , , 
-0.570127, -0.263083, -1.211778, , , 
0.175459, 0.122069, -0.833356, , , 
0.015411, -0.076645, -0.895959, , , 
-0.092250, -0.183173, -1.064680, , , 
-0.416234, 0.461411, -0.582378, , , 
-0.098423, -0.129882, -0.946363, , , 
-0.183045, -0.112983, -0.868134, , , 
-0.140896, 0.018122, -0.758400, , , 
-0.628623, 0.180678, -1.047904, , , 
-0.573377, 0.207515, -0.923180, , , 
-0.183860, -0.114347, -0.875436, , , 
0.289331, -0.143317, -0.972577, , , 
-0.088770, -0.039995, -0.874672, , , 
-0.441751, 0.469083, -0.612904, , , 
-0.429316, 0.511661, -0.664213, , , 
-0.136113, 0.244667, -0.762317, , , 
-0.669745, -0.229421, -1.255393, , , 
-0.049598, 0.432771, -0.616329, , , 
-0.091095, -0.050465, -0.922136, , , 
-0.436921, 0.456151, -0.565374, , , 
-0.364975, 0.195420, -0.815165, , , 
-0.196858, -0.132674, -0.959509, , , 
-0.041148, 0.020933, -0.872112, , , 
0.089929, 0.299091, -0.740388, , , 
-0.154291, 0.837475, -1.212571, , , 
-0.072908, 0.095091, -0.892214, , , 
-0.046996, 0.436285, -0.629954, , , 
0.189304, -0.103352, -0.926398, , , 
-0.464895, 0.473477, -0.599716, , , 
-0.172317, 0.421702, -0.606544, , , 
0.344074, 0.140750, -0.793375, , , 
-0.335018, -0.135486, -1.025220, , , 
