x,y,z,xt,yt,zt
0.313664, -0.036203, -1.010317, , , 
-0.470379, 0.139842, -0.862983, , , 
-0.391543, 0.087116, -0.979780, , , 
0.009361, -0.058279, -0.846964, , , 
-0.210653, 0.042307, -0.753738, , , 
-0.146340, 0.470422, -0.618089, , , 
0.614859, -0.153925, -1.323901, , , 
-0.063853, 0.328430, -0.697660, , , 
-0.411172, 0.361335, -0.680202, , , 
0.241277, 0.410156, -0.561652, , , 
-0.558098, 0.280893, -0.715413, , , 
-0.172932, 0.182061, -0.749503, , , 
-0.512182, 0.195189, -0.786991, , , 
-0.160209, 0.099148, -0.799272, , , 
-0.253737, 0.300657, -0.734970, , , 
0.390210, 0.131023, -0.796019, , , 
-0.487183, -0.231438, -1.233485, , , 
0.102388, 0.108480, -0.861863, , , 
0.357112, -0.038213, -1.087134, , , 
-0.301607, 0.000879, -0.895368, , , 
-0.100188, 0.308387, -0.793761, , , 
-0.074629, -0.324848, -1.276358, , , 
-0.108046, 0.072227, -0.974225, , , 
-0.001338, -0.041563, -0.861323, , , 
0.154277, 0.274760, -0.698471, , , 
-1.142562, -0.518835, -1.665357, , , 
0.271061, -0.149376, -1.294182, , , 
0.151511, 0.397532, -0.636960, , , 
-0.398875, 0.356065, -0.680037, , , 
-0.012767, 0.223037, -0.794593, , , 
-0.195702, -0.357862, -1.206023, , , 
-0.248770, 0.296875, -0.715885, , , 
0.192860, -0.122312, -0.965318, , , 
-0.139633, -0.088059, -0.959512, , , 
-0.258890, 0.367232, -0.542870, , , 
-0.512092, -0.042009, -1.013021, , , 
-0.187910, 0.184011, -0.816380, , , 
-0.362222, 0.144453, -0.889194, , , 
-0.372230, -0.052893, -0.958163, , , 
0.032322, -0.274430, -1.121668, , , 
-0.563080, 0.365975, -0.846072, , , 
-0.306892, 0.299422, -0.721937, , , 
0.140181, 0.373972, -0.573768, , , 
0.494129, -0.108780, -1.034545, , , 
-0.415681, 0.163818, -0.591271, , , 
0.325390, -0.044425, -1.164527, , , 
0.055842, 0.308488, -0.627305, , , 
-0.276389, 0.059341, -0.814135, , , 
-0.122735, 0.149149, -0.869927, , , 
0.029846, -0.256776, -1.062812, , , 
0.240177, 0.211863, -0.724355, , , 
-1.019557, -0.423140, -1.472538, , , 
-0.401994, 0.162800, -0.560852, , , 
-0.363159, -0.524645, -1.534122, , , 
-0.264807, -0.407003, -1.423959, , , 
-0.616311, 0.312725, -0.702501, , , 
-0.545395, 0.371114, -0.620524, , , 
-0.123754, 0.368877, -0.667360, , , 
-0.550787, 0.374683, -0.629843, , , 
-0.279066, 0.062275, -0.824794, , , 
0.515770, -0.169658, -1.371142, , , 
0.325154, 0.126277, -0.821501, , , 
-0.581789, 0.340802, -0.676428, , , 
-0.607668, -0.353449, -1.331558, , , 
0.391992, 0.183508, -0.780320, , , 
0.393184, 0.181857, -0.786374, , , 
-0.299583, 0.377260, -0.622410, , , 
0.097837, 0.122564, -0.888910, , , 
-0.060173, 0.001821, -1.222490, , , 
-0.565956, 0.034758, -0.661811, , , 
-0.182485, 0.268394, -0.751452, , , 
-0.421609, -0.060952, -1.063804, , , 
-0.467458, 0.470867, -0.590327, , , 
-0.251690, 0.296082, -0.706870, , , 
0.049134, 0.311792, -0.635870, , , 
-0.528826, 0.182647, -0.813299, , , 
0.232509, 0.144613, -0.804114, , , 
-0.698276, 0.263913, -0.954094, , , 
-0.238523, 0.404521, -0.625035, , , 
0.160680, 0.240677, -0.691883, , , 
0.058332, 0.035072, -1.020316, , , 
-0.470488, 0.065896, -0.933839, , , 
-0.434073, 0.229344, -0.822995, , , 
-0.088256, -0.104678, -0.843046, , , 
0.345715, 0.186565, -0.785067, , , 
-0.438255, 0.231318, -0.828423, , , 
-0.078994, -0.083970, -0.862877, , , 
-0.340090, -0.456750, -1.480714, , , 
-0.163861, -0.126421, -1.048908, , , 
-0.078230, -0.086631, -0.858662, , , 
-0.258818, -0.266461, -1.140994, , , 
-0.161888, -0.430597, -1.533561, , , 
0.019251, 0.195229, -0.842755, , , 
0.192280, 0.157105, -0.817839, , , 
-0.419128, 0.386286, -0.660310, , , 
-0.024299, 0.021976, -0.845357, , , 
0.019259, 0.194564, -0.830046, , , 
-0.552043, 0.189796, -0.944098, , , 
-0.448035, 0.465792, -0.586472, , , 
-0.051211, 0.423612, -0.597821, , , 
-0.649997, -0.219454, -1.216828, , , 
-0.507152, -0.113606, -1.090025, , , 
-0.020389, 0.247036, -0.795907, , , 
-0.558111, 0.399054, -0.686933, , , 
-0.262174, 0.060758, -0.747788, , , 
-0.186876, 0.180383, -0.784094, , , 
-0.456681, 0.291695, -0.782163, , , 
-0.363296, 0.287605, -0.717232, , , 
-0.364292, 0.294591, -0.736439, , , 
-0.435842, 0.227990, -0.840089, , , 
0.481184, 0.051733, -0.893329, , , 
-0.588228, -0.338198, -1.286417, , , 
